Seq_id	Size	Description
13454	586	scaffold_13453
13455	586	scaffold_13454
13456	586	scaffold_13455
13457	586	scaffold_13456
13458	586	scaffold_13457
13459	586	scaffold_13458
13460	586	scaffold_13459
13461	586	scaffold_13460
13462	586	scaffold_13461
13463	586	scaffold_13462
13464	586	scaffold_13463
13465	586	scaffold_13464
13466	586	scaffold_13465
13467	586	scaffold_13466
13468	586	scaffold_13467
13469	586	scaffold_13468
13470	586	scaffold_13469
13471	586	scaffold_13470
13472	586	scaffold_13471
13473	586	scaffold_13472
13474	585	scaffold_13473
13475	585	scaffold_13474
13476	585	scaffold_13475
13477	585	scaffold_13476
13478	585	scaffold_13477
13479	585	scaffold_13478
13480	585	scaffold_13479
13481	585	scaffold_13480
13482	585	scaffold_13481
13483	585	scaffold_13482
13484	585	scaffold_13483
13485	585	scaffold_13484
13486	585	scaffold_13485
13487	585	scaffold_13486
13488	585	scaffold_13487
13489	585	scaffold_13488
13490	585	scaffold_13489
13491	585	scaffold_13490
13492	585	scaffold_13491
13493	585	scaffold_13492
13494	585	scaffold_13493
13495	585	scaffold_13494
13496	585	scaffold_13495
13497	585	scaffold_13496
13498	585	scaffold_13497
13499	585	scaffold_13498
13500	585	scaffold_13499
13501	585	scaffold_13500
13502	585	scaffold_13501
13503	585	scaffold_13502
13504	585	scaffold_13503
13505	585	scaffold_13504
13506	585	scaffold_13505
13507	585	scaffold_13506
13508	584	scaffold_13507
13509	584	scaffold_13508
13510	584	scaffold_13509
13511	584	scaffold_13510
13512	584	scaffold_13511
13513	584	scaffold_13512
13514	584	scaffold_13513
13515	584	scaffold_13514
13516	584	scaffold_13515
13517	584	scaffold_13516
13518	584	scaffold_13517
13519	584	scaffold_13518
13520	584	scaffold_13519
13521	584	scaffold_13520
13522	584	scaffold_13521
13523	584	scaffold_13522
13524	584	scaffold_13523
13525	584	scaffold_13524
13526	584	scaffold_13525
13527	584	scaffold_13526
13528	584	scaffold_13527
13529	584	scaffold_13528
13530	584	scaffold_13529
13531	584	scaffold_13530
13532	584	scaffold_13531
13533	584	scaffold_13532
13534	584	scaffold_13533
13535	584	scaffold_13534
13536	583	scaffold_13535
13537	583	scaffold_13536
13538	583	scaffold_13537
13539	583	scaffold_13538
13540	583	scaffold_13539
13541	583	scaffold_13540
13542	583	scaffold_13541
13543	583	scaffold_13542
13544	583	scaffold_13543
13545	583	scaffold_13544
13546	583	scaffold_13545
13547	583	scaffold_13546
13548	583	scaffold_13547
13549	583	scaffold_13548
13550	583	scaffold_13549
13551	583	scaffold_13550
13552	583	scaffold_13551
13553	583	scaffold_13552
13554	583	scaffold_13553
13555	583	scaffold_13554
13556	583	scaffold_13555
13557	583	scaffold_13556
13558	583	scaffold_13557
13559	583	scaffold_13558
13560	583	scaffold_13559
13561	583	scaffold_13560
13562	583	scaffold_13561
13563	582	scaffold_13562
13564	582	scaffold_13563
13565	582	scaffold_13564
13566	582	scaffold_13565
13567	582	scaffold_13566
13568	582	scaffold_13567
13569	582	scaffold_13568
13570	582	scaffold_13569
13571	582	scaffold_13570
13572	582	scaffold_13571
13573	582	scaffold_13572
13574	582	scaffold_13573
13575	582	scaffold_13574
13576	582	scaffold_13575
13577	582	scaffold_13576
13578	582	scaffold_13577
13579	582	scaffold_13578
13580	582	scaffold_13579
13581	582	scaffold_13580
13582	582	scaffold_13581
13583	582	scaffold_13582
13584	582	scaffold_13583
13585	582	scaffold_13584
13586	582	scaffold_13585
13587	582	scaffold_13586
13588	582	scaffold_13587
13589	582	scaffold_13588
13590	582	scaffold_13589
13591	582	scaffold_13590
13592	582	scaffold_13591
13593	582	scaffold_13592
13594	582	scaffold_13593
13595	582	scaffold_13594
13596	582	scaffold_13595
13597	582	scaffold_13596
13598	581	scaffold_13597
13599	581	scaffold_13598
13600	581	scaffold_13599
13601	581	scaffold_13600
13602	581	scaffold_13601
13603	581	scaffold_13602
13604	581	scaffold_13603
13605	581	scaffold_13604
13606	581	scaffold_13605
13607	581	scaffold_13606
13608	581	scaffold_13607
13609	581	scaffold_13608
13610	581	scaffold_13609
13611	581	scaffold_13610
13612	581	scaffold_13611
13613	581	scaffold_13612
13614	581	scaffold_13613
13615	581	scaffold_13614
13616	581	scaffold_13615
13617	581	scaffold_13616
13618	581	scaffold_13617
13619	581	scaffold_13618
13620	581	scaffold_13619
13621	581	scaffold_13620
13622	581	scaffold_13621
13623	581	scaffold_13622
13624	581	scaffold_13623
13625	581	scaffold_13624
13626	581	scaffold_13625
13627	581	scaffold_13626
13628	581	scaffold_13627
13629	581	scaffold_13628
13630	581	scaffold_13629
13631	581	scaffold_13630
13632	581	scaffold_13631
13633	581	scaffold_13632
13634	581	scaffold_13633
13635	581	scaffold_13634
13636	580	scaffold_13635
13637	580	scaffold_13636
13638	580	scaffold_13637
13639	580	scaffold_13638
13640	580	scaffold_13639
13641	580	scaffold_13640
13642	580	scaffold_13641
13643	580	scaffold_13642
13644	580	scaffold_13643
13645	580	scaffold_13644
13646	580	scaffold_13645
13647	580	scaffold_13646
13648	580	scaffold_13647
13649	580	scaffold_13648
13650	580	scaffold_13649
13651	580	scaffold_13650
13652	580	scaffold_13651
13653	580	scaffold_13652
13654	580	scaffold_13653
13655	580	scaffold_13654
13656	580	scaffold_13655
13657	580	scaffold_13656
13658	580	scaffold_13657
13659	580	scaffold_13658
13660	580	scaffold_13659
13661	580	scaffold_13660
13662	580	scaffold_13661
13663	580	scaffold_13662
13664	580	scaffold_13663
13665	580	scaffold_13664
13666	580	scaffold_13665
13667	580	scaffold_13666
13668	580	scaffold_13667
13669	579	scaffold_13668
13670	579	scaffold_13669
13671	579	scaffold_13670
13672	579	scaffold_13671
13673	579	scaffold_13672
13674	579	scaffold_13673
13675	579	scaffold_13674
13676	579	scaffold_13675
13677	579	scaffold_13676
13678	579	scaffold_13677
13679	579	scaffold_13678
13680	579	scaffold_13679
13681	579	scaffold_13680
13682	579	scaffold_13681
13683	579	scaffold_13682
13684	579	scaffold_13683
13685	579	scaffold_13684
13686	579	scaffold_13685
13687	579	scaffold_13686
13688	579	scaffold_13687
13689	579	scaffold_13688
13690	579	scaffold_13689
13691	579	scaffold_13690
13692	579	scaffold_13691
13693	578	scaffold_13692
13694	578	scaffold_13693
13695	578	scaffold_13694
13696	578	scaffold_13695
13697	578	scaffold_13696
13698	578	scaffold_13697
13699	578	scaffold_13698
13700	578	scaffold_13699
13701	578	scaffold_13700
13702	578	scaffold_13701
13703	578	scaffold_13702
13704	578	scaffold_13703
13705	578	scaffold_13704
13706	578	scaffold_13705
13707	578	scaffold_13706
13708	578	scaffold_13707
13709	578	scaffold_13708
13710	578	scaffold_13709
13711	578	scaffold_13710
13712	578	scaffold_13711
13713	578	scaffold_13712
13714	578	scaffold_13713
13715	578	scaffold_13714
13716	578	scaffold_13715
13717	578	scaffold_13716
13718	578	scaffold_13717
13719	577	scaffold_13718
13720	577	scaffold_13719
13721	577	scaffold_13720
13722	577	scaffold_13721
13723	577	scaffold_13722
13724	577	scaffold_13723
13725	577	scaffold_13724
13726	577	scaffold_13725
13727	577	scaffold_13726
13728	577	scaffold_13727
13729	577	scaffold_13728
13730	577	scaffold_13729
13731	577	scaffold_13730
13732	577	scaffold_13731
13733	577	scaffold_13732
13734	577	scaffold_13733
13735	577	scaffold_13734
13736	577	scaffold_13735
13737	577	scaffold_13736
13738	577	scaffold_13737
13739	577	scaffold_13738
13740	577	scaffold_13739
13741	577	scaffold_13740
13742	577	scaffold_13741
13743	577	scaffold_13742
13744	577	scaffold_13743
13745	577	scaffold_13744
13746	577	scaffold_13745
13747	577	scaffold_13746
13748	577	scaffold_13747
13749	577	scaffold_13748
13750	576	scaffold_13749
13751	576	scaffold_13750
13752	576	scaffold_13751
13753	576	scaffold_13752
13754	576	scaffold_13753
13755	576	scaffold_13754
13756	576	scaffold_13755
13757	576	scaffold_13756
13758	576	scaffold_13757
13759	576	scaffold_13758
13760	576	scaffold_13759
13761	576	scaffold_13760
13762	576	scaffold_13761
13763	576	scaffold_13762
13764	576	scaffold_13763
13765	576	scaffold_13764
13766	576	scaffold_13765
13767	576	scaffold_13766
13768	576	scaffold_13767
13769	576	scaffold_13768
13770	575	scaffold_13769
13771	575	scaffold_13770
13772	575	scaffold_13771
13773	575	scaffold_13772
13774	575	scaffold_13773
13775	575	scaffold_13774
13776	575	scaffold_13775
13777	575	scaffold_13776
13778	575	scaffold_13777
13779	575	scaffold_13778
13780	575	scaffold_13779
13781	575	scaffold_13780
13782	575	scaffold_13781
13783	575	scaffold_13782
13784	575	scaffold_13783
13785	575	scaffold_13784
13786	575	scaffold_13785
13787	575	scaffold_13786
13788	575	scaffold_13787
13789	575	scaffold_13788
13790	575	scaffold_13789
13791	575	scaffold_13790
13792	575	scaffold_13791
13793	575	scaffold_13792
13794	575	scaffold_13793
13795	575	scaffold_13794
13796	575	scaffold_13795
13797	575	scaffold_13796
13798	575	scaffold_13797
13799	575	scaffold_13798
13800	575	scaffold_13799
13801	575	scaffold_13800
13802	575	scaffold_13801
13803	575	scaffold_13802
13804	575	scaffold_13803
13805	574	scaffold_13804
13806	574	scaffold_13805
13807	574	scaffold_13806
13808	574	scaffold_13807
13809	574	scaffold_13808
13810	574	scaffold_13809
13811	574	scaffold_13810
13812	574	scaffold_13811
13813	574	scaffold_13812
13814	574	scaffold_13813
13815	574	scaffold_13814
13816	574	scaffold_13815
13817	574	scaffold_13816
13818	574	scaffold_13817
13819	574	scaffold_13818
13820	574	scaffold_13819
13821	574	scaffold_13820
13822	574	scaffold_13821
13823	574	scaffold_13822
13824	574	scaffold_13823
13825	574	scaffold_13824
13826	574	scaffold_13825
13827	574	scaffold_13826
13828	574	scaffold_13827
13829	574	scaffold_13828
13830	574	scaffold_13829
13831	574	scaffold_13830
13832	574	scaffold_13831
13833	574	scaffold_13832
13834	574	scaffold_13833
13835	574	scaffold_13834
13836	574	scaffold_13835
13837	574	scaffold_13836
13838	574	scaffold_13837
13839	574	scaffold_13838
13840	574	scaffold_13839
13841	574	scaffold_13840
13842	574	scaffold_13841
13843	574	scaffold_13842
13844	574	scaffold_13843
13845	574	scaffold_13844
13846	574	scaffold_13845
13847	574	scaffold_13846
13848	574	scaffold_13847
13849	574	scaffold_13848
13850	573	scaffold_13849
13851	573	scaffold_13850
13852	573	scaffold_13851
13853	573	scaffold_13852
13854	573	scaffold_13853
13855	573	scaffold_13854
13856	573	scaffold_13855
13857	573	scaffold_13856
13858	573	scaffold_13857
13859	573	scaffold_13858
13860	573	scaffold_13859
13861	573	scaffold_13860
13862	573	scaffold_13861
13863	573	scaffold_13862
13864	573	scaffold_13863
13865	573	scaffold_13864
13866	573	scaffold_13865
13867	573	scaffold_13866
13868	573	scaffold_13867
13869	573	scaffold_13868
13870	573	scaffold_13869
13871	573	scaffold_13870
13872	573	scaffold_13871
13873	573	scaffold_13872
13874	573	scaffold_13873
13875	573	scaffold_13874
13876	573	scaffold_13875
13877	573	scaffold_13876
13878	572	scaffold_13877
13879	572	scaffold_13878
13880	572	scaffold_13879
13881	572	scaffold_13880
13882	572	scaffold_13881
13883	572	scaffold_13882
13884	572	scaffold_13883
13885	572	scaffold_13884
13886	572	scaffold_13885
13887	572	scaffold_13886
13888	572	scaffold_13887
13889	572	scaffold_13888
13890	572	scaffold_13889
13891	572	scaffold_13890
13892	572	scaffold_13891
13893	572	scaffold_13892
13894	572	scaffold_13893
13895	572	scaffold_13894
13896	572	scaffold_13895
13897	572	scaffold_13896
13898	572	scaffold_13897
13899	572	scaffold_13898
13900	572	scaffold_13899
13901	572	scaffold_13900
13902	572	scaffold_13901
13903	572	scaffold_13902
13904	572	scaffold_13903
13905	572	scaffold_13904
13906	572	scaffold_13905
13907	572	scaffold_13906
13908	572	scaffold_13907
13909	571	scaffold_13908
13910	571	scaffold_13909
13911	571	scaffold_13910
13912	571	scaffold_13911
13913	571	scaffold_13912
13914	571	scaffold_13913
13915	571	scaffold_13914
13916	571	scaffold_13915
13917	571	scaffold_13916
13918	571	scaffold_13917
13919	571	scaffold_13918
13920	571	scaffold_13919
13921	571	scaffold_13920
13922	571	scaffold_13921
13923	571	scaffold_13922
13924	571	scaffold_13923
13925	571	scaffold_13924
13926	571	scaffold_13925
13927	571	scaffold_13926
13928	571	scaffold_13927
13929	571	scaffold_13928
13930	571	scaffold_13929
13931	571	scaffold_13930
13932	571	scaffold_13931
13933	571	scaffold_13932
13934	571	scaffold_13933
13935	571	scaffold_13934
13936	571	scaffold_13935
13937	571	scaffold_13936
13938	570	scaffold_13937
13939	570	scaffold_13938
13940	570	scaffold_13939
13941	570	scaffold_13940
13942	570	scaffold_13941
13943	570	scaffold_13942
13944	570	scaffold_13943
13945	570	scaffold_13944
13946	570	scaffold_13945
13947	570	scaffold_13946
13948	570	scaffold_13947
13949	570	scaffold_13948
13950	570	scaffold_13949
13951	570	scaffold_13950
13952	570	scaffold_13951
13953	570	scaffold_13952
13954	570	scaffold_13953
13955	570	scaffold_13954
13956	570	scaffold_13955
13957	570	scaffold_13956
13958	570	scaffold_13957
13959	570	scaffold_13958
13960	570	scaffold_13959
13961	570	scaffold_13960
13962	570	scaffold_13961
13963	570	scaffold_13962
13964	570	scaffold_13963
13965	570	scaffold_13964
13966	570	scaffold_13965
13967	570	scaffold_13966
13968	570	scaffold_13967
13969	570	scaffold_13968
13970	570	scaffold_13969
13971	570	scaffold_13970
13972	570	scaffold_13971
13973	570	scaffold_13972
13974	570	scaffold_13973
13975	570	scaffold_13974
13976	569	scaffold_13975
13977	569	scaffold_13976
13978	569	scaffold_13977
13979	569	scaffold_13978
13980	569	scaffold_13979
13981	569	scaffold_13980
13982	569	scaffold_13981
13983	569	scaffold_13982
13984	569	scaffold_13983
13985	569	scaffold_13984
13986	569	scaffold_13985
13987	569	scaffold_13986
13988	569	scaffold_13987
13989	569	scaffold_13988
13990	569	scaffold_13989
13991	569	scaffold_13990
13992	569	scaffold_13991
13993	569	scaffold_13992
13994	569	scaffold_13993
13995	569	scaffold_13994
13996	569	scaffold_13995
13997	569	scaffold_13996
13998	569	scaffold_13997
13999	569	scaffold_13998
14000	569	scaffold_13999
14001	569	scaffold_14000
14002	569	scaffold_14001
14003	569	scaffold_14002
14004	569	scaffold_14003
14005	569	scaffold_14004
14006	569	scaffold_14005
14007	569	scaffold_14006
14008	569	scaffold_14007
14009	569	scaffold_14008
14010	569	scaffold_14009
14011	569	scaffold_14010
14012	569	scaffold_14011
14013	569	scaffold_14012
14014	569	scaffold_14013
14015	569	scaffold_14014
14016	569	scaffold_14015
14017	569	scaffold_14016
14018	569	scaffold_14017
14019	569	scaffold_14018
14020	568	scaffold_14019
14021	568	scaffold_14020
14022	568	scaffold_14021
14023	568	scaffold_14022
14024	568	scaffold_14023
14025	568	scaffold_14024
14026	568	scaffold_14025
14027	568	scaffold_14026
14028	568	scaffold_14027
14029	568	scaffold_14028
14030	568	scaffold_14029
14031	568	scaffold_14030
14032	568	scaffold_14031
14033	568	scaffold_14032
14034	568	scaffold_14033
14035	568	scaffold_14034
14036	568	scaffold_14035
14037	568	scaffold_14036
14038	568	scaffold_14037
14039	568	scaffold_14038
14040	568	scaffold_14039
14041	568	scaffold_14040
14042	568	scaffold_14041
14043	568	scaffold_14042
14044	568	scaffold_14043
14045	568	scaffold_14044
14046	568	scaffold_14045
14047	568	scaffold_14046
14048	568	scaffold_14047
14049	568	scaffold_14048
14050	567	scaffold_14049
14051	567	scaffold_14050
14052	567	scaffold_14051
14053	567	scaffold_14052
14054	567	scaffold_14053
14055	567	scaffold_14054
14056	567	scaffold_14055
14057	567	scaffold_14056
14058	567	scaffold_14057
14059	567	scaffold_14058
14060	567	scaffold_14059
14061	567	scaffold_14060
14062	567	scaffold_14061
14063	567	scaffold_14062
14064	567	scaffold_14063
14065	567	scaffold_14064
14066	567	scaffold_14065
14067	567	scaffold_14066
14068	567	scaffold_14067
14069	567	scaffold_14068
14070	567	scaffold_14069
14071	567	scaffold_14070
14072	567	scaffold_14071
14073	567	scaffold_14072
14074	567	scaffold_14073
14075	567	scaffold_14074
14076	567	scaffold_14075
14077	567	scaffold_14076
14078	567	scaffold_14077
14079	567	scaffold_14078
14080	567	scaffold_14079
14081	567	scaffold_14080
14082	567	scaffold_14081
14083	567	scaffold_14082
14084	567	scaffold_14083
14085	567	scaffold_14084
14086	567	scaffold_14085
14087	567	scaffold_14086
14088	566	scaffold_14087
14089	566	scaffold_14088
14090	566	scaffold_14089
14091	566	scaffold_14090
14092	566	scaffold_14091
14093	566	scaffold_14092
14094	566	scaffold_14093
14095	566	scaffold_14094
14096	566	scaffold_14095
14097	566	scaffold_14096
14098	566	scaffold_14097
14099	566	scaffold_14098
14100	566	scaffold_14099
14101	566	scaffold_14100
14102	566	scaffold_14101
14103	566	scaffold_14102
14104	566	scaffold_14103
14105	566	scaffold_14104
14106	566	scaffold_14105
14107	566	scaffold_14106
14108	566	scaffold_14107
14109	566	scaffold_14108
14110	566	scaffold_14109
14111	566	scaffold_14110
14112	566	scaffold_14111
14113	566	scaffold_14112
14114	566	scaffold_14113
14115	566	scaffold_14114
14116	566	scaffold_14115
14117	565	scaffold_14116
14118	565	scaffold_14117
14119	565	scaffold_14118
14120	565	scaffold_14119
14121	565	scaffold_14120
14122	565	scaffold_14121
14123	565	scaffold_14122
14124	565	scaffold_14123
14125	565	scaffold_14124
14126	565	scaffold_14125
14127	565	scaffold_14126
14128	565	scaffold_14127
14129	565	scaffold_14128
14130	565	scaffold_14129
14131	565	scaffold_14130
14132	565	scaffold_14131
14133	565	scaffold_14132
14134	565	scaffold_14133
14135	565	scaffold_14134
14136	565	scaffold_14135
14137	565	scaffold_14136
14138	565	scaffold_14137
14139	565	scaffold_14138
14140	565	scaffold_14139
14141	565	scaffold_14140
14142	565	scaffold_14141
14143	565	scaffold_14142
14144	565	scaffold_14143
14145	565	scaffold_14144
14146	564	scaffold_14145
14147	564	scaffold_14146
14148	564	scaffold_14147
14149	564	scaffold_14148
14150	564	scaffold_14149
14151	564	scaffold_14150
14152	564	scaffold_14151
14153	564	scaffold_14152
14154	564	scaffold_14153
14155	564	scaffold_14154
14156	564	scaffold_14155
14157	564	scaffold_14156
14158	564	scaffold_14157
14159	564	scaffold_14158
14160	564	scaffold_14159
14161	564	scaffold_14160
14162	564	scaffold_14161
14163	564	scaffold_14162
14164	564	scaffold_14163
14165	564	scaffold_14164
14166	564	scaffold_14165
14167	564	scaffold_14166
14168	563	scaffold_14167
14169	563	scaffold_14168
14170	563	scaffold_14169
14171	563	scaffold_14170
14172	563	scaffold_14171
14173	563	scaffold_14172
14174	563	scaffold_14173
14175	563	scaffold_14174
14176	563	scaffold_14175
14177	563	scaffold_14176
